cluster_id,listing_count,listing_share,price_mean,price_median,accommodates_mean,bedrooms_mean,bathrooms_mean,beds_mean,amenities_count_mean,minimum_nights_log_mean,dominant_room_type,dominant_property_base_group
0,7036,0.30232458213380314,1942.0888288800454,1274.0,2.512933484934622,1.1588971006253552,1.1645110858442296,1.316372939169983,31.127629334849345,3.213762925609746,Entire home/apt,Apartment / Condo
1,2196,0.09435826923903236,6468.912112932605,4251.0,8.768214936247723,3.775045537340619,3.5382513661202184,5.635245901639344,32.33151183970856,0.9910075739070285,Entire home/apt,House / Home
2,14041,0.6033171486271646,2206.4889252902217,1324.0,2.701089665978207,1.1380955772380885,1.1795100064097999,1.4743964105120717,24.235239655295207,0.9767697360447648,Entire home/apt,Apartment / Condo
