cluster_id,categorical__room_type_Entire home/apt,categorical__room_type_Hotel room,categorical__room_type_Private room,categorical__room_type_Shared room,categorical__property_base_group_Apartment / Condo,categorical__property_base_group_Guesthouse / B&B,categorical__property_base_group_Hostel,categorical__property_base_group_Hotel / Resort,categorical__property_base_group_House / Home,categorical__property_base_group_Niche / Special Stay,categorical__property_base_group_Serviced Apartment / Aparthotel,categorical__property_base_group_Unspecified Property Type,categorical__property_base_group_Villa,numeric__accommodates,numeric__bedrooms,numeric__bathrooms,numeric__beds,numeric__amenities_count,numeric__minimum_nights_log
0,0.8949687322342148,0.0002842524161455334,0.10432063672540234,0.0004263786242189021,0.9727117680500086,0.0009948834565103662,7.771561172376096e-16,0.003268902785673697,0.011085844229674291,0.000994883456509295,0.009096077316658579,0.00156338828880034,0.0002842524161452728,-0.29834078666808483,-0.20208204790601034,-0.22312257178905667,-0.2742531222781969,0.2802223544742749,1.3360177323063498
1,0.8373576309794993,0.013211845102505702,0.11116173120728493,0.03826879271070637,0.2651480637813205,0.018678815489749284,0.03690205011389524,0.03644646924829176,0.5612756264236918,0.005922551252847381,0.036902050113895316,0.0027334851936218862,0.035990888382687325,2.3539754697943125,2.0545802497383803,2.050356507511081,2.081858884182965,0.36348161742699053,-0.5685437340253097
2,0.5955704315624647,0.011892892750321342,0.37637088733800744,0.016165788349239547,0.6754735792621934,0.028984475145991544,0.019940179461615845,0.1041162227602825,0.12469733656173891,0.006979062811565009,0.03525138869107035,0.0034183164791338873,0.0011394388263775844,-0.218476739866251,-0.21990844317828068,-0.20870546352934738,-0.18800991898816388,-0.19722878766081894,-0.5805631155335106
