model,feature_set,trial_number,state,value,duration_seconds,learning_rate,max_leaf_nodes,max_depth,min_samples_leaf,l2_regularization,max_bins,HistGradientBoostingRegressor_fold_rows,best_cv_mae,best_cv_r2,cv_rmse_std,mean_fit_time,mean_best_iteration
HistGradientBoostingRegressor,Full,20,PRUNED,0.42031145227225,6.919138,0.1952588444115453,42,10.0,18,0.001293396807098531,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 20, 'fold': 1, 'rmse': 0.4272962672731683, 'mae': 0.29157979758447, 'r2': 0.6941715461605775, 'fit_time_seconds': 2.9302052999992156, 'best_iteration': 97}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 20, 'fold': 2, 'rmse': 0.4133266372713317, 'mae': 0.2820877408407588, 'r2': 0.69691972107911, 'fit_time_seconds': 3.711976799997501, 'best_iteration': 167}]",,,,,
HistGradientBoostingRegressor,Full,21,COMPLETE,0.42688507375617474,28.590306,0.107120783188374,51,8.0,22,0.005289404893036338,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 21, 'fold': 1, 'rmse': 0.4218987343820094, 'mae': 0.28723044547893584, 'r2': 0.7018490919960245, 'fit_time_seconds': 5.585354599999846, 'best_iteration': 247}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 21, 'fold': 2, 'rmse': 0.41197661582673933, 'mae': 0.281649591073917, 'r2': 0.6988963498519059, 'fit_time_seconds': 7.165064300002996, 'best_iteration': 237}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 21, 'fold': 3, 'rmse': 0.4311657072131778, 'mae': 0.287517521750188, 'r2': 0.670937663042303, 'fit_time_seconds': 4.787653799998225, 'best_iteration': 223}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 21, 'fold': 4, 'rmse': 0.4491040953856846, 'mae': 0.2913650678045277, 'r2': 0.6616123854893583, 'fit_time_seconds': 4.966499800000747, 'best_iteration': 197}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 21, 'fold': 5, 'rmse': 0.42028021597326254, 'mae': 0.28108315840216674, 'r2': 0.6897079075526336, 'fit_time_seconds': 4.696653899998637, 'best_iteration': 232}]",0.28576915690194704,0.6846006795864451,0.014166497357201891,5.44024528000009,227.2
HistGradientBoostingRegressor,Full,22,COMPLETE,0.42525878112802323,28.063869,0.10536844138427325,48,8.0,10,0.007552548602845323,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 22, 'fold': 1, 'rmse': 0.41659151605198996, 'mae': 0.2821458673398472, 'r2': 0.7093030108830857, 'fit_time_seconds': 6.338639699999476, 'best_iteration': 260}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 22, 'fold': 2, 'rmse': 0.4154111248553406, 'mae': 0.28328473728323966, 'r2': 0.6938550255859228, 'fit_time_seconds': 4.745586099998036, 'best_iteration': 198}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 22, 'fold': 3, 'rmse': 0.4324181203324779, 'mae': 0.2888370783586518, 'r2': 0.6690232225882125, 'fit_time_seconds': 4.86079929999687, 'best_iteration': 233}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 22, 'fold': 4, 'rmse': 0.444029977031837, 'mae': 0.2876232343026621, 'r2': 0.6692156076182358, 'fit_time_seconds': 4.171143499996106, 'best_iteration': 191}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 22, 'fold': 5, 'rmse': 0.41784316736847094, 'mae': 0.27748258363411465, 'r2': 0.6932960110609605, 'fit_time_seconds': 6.819803599995794, 'best_iteration': 303}]",0.2838747001837031,0.6869385755472834,0.012556901278756926,5.3871944399972564,237.0
HistGradientBoostingRegressor,Full,23,PRUNED,0.4176219955022839,8.331117,0.13766954841269813,55,8.0,25,0.010855803546555371,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 23, 'fold': 1, 'rmse': 0.42007858160209444, 'mae': 0.28528734764597585, 'r2': 0.7044161041541666, 'fit_time_seconds': 4.308698400003777, 'best_iteration': 240}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 23, 'fold': 2, 'rmse': 0.4151654094024734, 'mae': 0.2840677911112933, 'r2': 0.6942170876439238, 'fit_time_seconds': 3.646915800003626, 'best_iteration': 155}]",,,,,
HistGradientBoostingRegressor,Full,24,COMPLETE,0.42255252507719776,36.377334,0.08645126790062507,49,,17,0.0006380932269917202,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 24, 'fold': 1, 'rmse': 0.4204592378476885, 'mae': 0.2858643787907338, 'r2': 0.7038801718816095, 'fit_time_seconds': 6.612572599995474, 'best_iteration': 227}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 24, 'fold': 2, 'rmse': 0.4096661609453489, 'mae': 0.27861039443791635, 'r2': 0.7022641896319863, 'fit_time_seconds': 6.859120900000562, 'best_iteration': 234}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 24, 'fold': 3, 'rmse': 0.4260873824823197, 'mae': 0.28007401873901777, 'r2': 0.678643490511363, 'fit_time_seconds': 8.821254499998759, 'best_iteration': 329}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 24, 'fold': 4, 'rmse': 0.44226301912052396, 'mae': 0.2868413679656457, 'r2': 0.6718429940338256, 'fit_time_seconds': 6.508566900003643, 'best_iteration': 238}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 24, 'fold': 5, 'rmse': 0.41428682499010755, 'mae': 0.2765680974213607, 'r2': 0.6984946248576306, 'fit_time_seconds': 6.233294700003171, 'best_iteration': 255}]",0.28159165147093485,0.691025094183283,0.012646746836638396,7.006961920000322,256.6
HistGradientBoostingRegressor,Full,25,COMPLETE,0.4227067941827243,42.260384,0.07968332355897564,45,,15,0.0006194964778812396,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 25, 'fold': 1, 'rmse': 0.41919035356899265, 'mae': 0.2846418499886612, 'r2': 0.7056647673616927, 'fit_time_seconds': 6.852428999998665, 'best_iteration': 255}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 25, 'fold': 2, 'rmse': 0.4102768720447505, 'mae': 0.2818647052829625, 'r2': 0.70137582679577, 'fit_time_seconds': 7.241020299996308, 'best_iteration': 261}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 25, 'fold': 3, 'rmse': 0.4300275798395493, 'mae': 0.28467403427615623, 'r2': 0.6726725902530922, 'fit_time_seconds': 7.991636700004165, 'best_iteration': 321}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 25, 'fold': 4, 'rmse': 0.44104162851533524, 'mae': 0.2865807554515403, 'r2': 0.673653022973592, 'fit_time_seconds': 7.862234100000933, 'best_iteration': 305}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 25, 'fold': 5, 'rmse': 0.4129975369449938, 'mae': 0.2729422804077561, 'r2': 0.7003683141944838, 'fit_time_seconds': 10.966537100001005, 'best_iteration': 384}]",0.2821407250814153,0.6907469043157262,0.012756351826559566,8.182771440000215,305.2
HistGradientBoostingRegressor,Full,26,PRUNED,0.4275254546972823,9.217044,0.0765524645063507,15,,15,0.0004578937247656924,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 26, 'fold': 1, 'rmse': 0.43389839700826327, 'mae': 0.29966969446372976, 'r2': 0.6846478599934198, 'fit_time_seconds': 4.383492799999658, 'best_iteration': 333}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 26, 'fold': 2, 'rmse': 0.42115251238630136, 'mae': 0.292172372050097, 'r2': 0.6853341007613178, 'fit_time_seconds': 4.379562799993437, 'best_iteration': 417}]",,,,,
HistGradientBoostingRegressor,Full,27,PRUNED,0.41739583557421744,13.975005,0.06055873609795892,44,,18,0.0001221214683643462,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 27, 'fold': 1, 'rmse': 0.42122339089125954, 'mae': 0.2869136266733144, 'r2': 0.7028028427530708, 'fit_time_seconds': 7.143287799997779, 'best_iteration': 265}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 27, 'fold': 2, 'rmse': 0.4135682802571754, 'mae': 0.2844591095915822, 'r2': 0.6965652380854337, 'fit_time_seconds': 6.373589299997548, 'best_iteration': 246}]",,,,,
HistGradientBoostingRegressor,Full,28,PRUNED,0.41902110629807243,9.806712,0.08648062900242252,37,,14,0.0007605560286078283,63,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 28, 'fold': 1, 'rmse': 0.4274722423146863, 'mae': 0.29213019275510616, 'r2': 0.6939195933069906, 'fit_time_seconds': 3.792703999999503, 'best_iteration': 200}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 28, 'fold': 2, 'rmse': 0.41056997028145853, 'mae': 0.279745866260603, 'r2': 0.7009490053561229, 'fit_time_seconds': 5.595334300000104, 'best_iteration': 341}]",,,,,
HistGradientBoostingRegressor,Full,29,COMPLETE,0.42173770609260963,53.323668,0.05632931184860345,59,,26,0.0002500332825499957,255,"[{'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 29, 'fold': 1, 'rmse': 0.41648009451838613, 'mae': 0.28152683086923425, 'r2': 0.7094584896751058, 'fit_time_seconds': 10.997918400003982, 'best_iteration': 369}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 29, 'fold': 2, 'rmse': 0.40997931336166127, 'mae': 0.27809957077325764, 'r2': 0.7018088319148805, 'fit_time_seconds': 9.597156100004213, 'best_iteration': 317}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 29, 'fold': 3, 'rmse': 0.4249258453843343, 'mae': 0.28189202221911275, 'r2': 0.6803931726147765, 'fit_time_seconds': 10.865764000001946, 'best_iteration': 404}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 29, 'fold': 4, 'rmse': 0.43923501296402523, 'mae': 0.2837148863221485, 'r2': 0.6763211429234476, 'fit_time_seconds': 10.135413999996672, 'best_iteration': 389}, {'model': 'HistGradientBoostingRegressor', 'feature_set': 'Full', 'trial_number': 29, 'fold': 5, 'rmse': 0.418068264234641, 'mae': 0.2756447380202693, 'r2': 0.6929654721987669, 'fit_time_seconds': 9.73622880000039, 'best_iteration': 384}]",0.28017560964080446,0.6921894218653953,0.011132015344554267,10.26649626000144,372.6
