model,feature_set,trial_number,state,value,duration_seconds,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,XGBRegressor_fold_rows,best_cv_mae,best_cv_r2,cv_rmse_std,mean_fit_time,mean_best_iteration
XGBRegressor,Selected,20,PRUNED,0.4478995905605626,9.178058,0.10235364669198625,6,12,0.6862123648498918,0.7294181195265104,0.8562249154022792,0.00010396761370918986,0.00214447980587858,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 20, 'fold': 1, 'rmse': 0.47219093712071764, 'mae': 0.3087983764596796, 'r2': 0.6347596307312242, 'fit_time_seconds': 5.108488600002602, 'best_iteration': 520, 'best_n_estimators': 521}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 20, 'fold': 2, 'rmse': 0.42360824400040764, 'mae': 0.2997784500722679, 'r2': 0.6747829577305706, 'fit_time_seconds': 3.889695199999551, 'best_iteration': 381, 'best_n_estimators': 382}]",,,,,
XGBRegressor,Selected,21,COMPLETE,0.41919060869391733,50.889119,0.03521191190420628,9,3,0.787626697173504,0.8334595943334882,0.008322633837501623,0.00499994453527139,0.006609159121215172,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 21, 'fold': 1, 'rmse': 0.43726059723176275, 'mae': 0.27234945887704043, 'r2': 0.6867982602038665, 'fit_time_seconds': 10.370012200000929, 'best_iteration': 662, 'best_n_estimators': 663}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 21, 'fold': 2, 'rmse': 0.3910701996655428, 'mae': 0.26003300418436903, 'r2': 0.7228250773684646, 'fit_time_seconds': 10.697257799998624, 'best_iteration': 696, 'best_n_estimators': 697}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 21, 'fold': 3, 'rmse': 0.4262022452153296, 'mae': 0.2663614026513812, 'r2': 0.6942639863538533, 'fit_time_seconds': 11.668792099997518, 'best_iteration': 755, 'best_n_estimators': 756}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 21, 'fold': 4, 'rmse': 0.42554618985615705, 'mae': 0.27429797176752285, 'r2': 0.7041825325587412, 'fit_time_seconds': 7.825193500000751, 'best_iteration': 469, 'best_n_estimators': 470}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 21, 'fold': 5, 'rmse': 0.4158738115007947, 'mae': 0.27154989049872713, 'r2': 0.6880523865784219, 'fit_time_seconds': 9.512199199998577, 'best_iteration': 621, 'best_n_estimators': 622}]",0.2689183455958081,0.6992244486126695,0.01744877855266292,10.01469095999928,640.6
XGBRegressor,Selected,22,COMPLETE,0.41859073928966656,67.715416,0.034246398779081366,8,4,0.7650915513722765,0.8207240159340592,0.03262752834716495,0.001997728480368332,0.01363366782252473,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 22, 'fold': 1, 'rmse': 0.4399171696931706, 'mae': 0.2748742447809433, 'r2': 0.6829809912480963, 'fit_time_seconds': 13.889079399996263, 'best_iteration': 1088, 'best_n_estimators': 1089}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 22, 'fold': 2, 'rmse': 0.3908455361367213, 'mae': 0.2608243669964545, 'r2': 0.7231434509464141, 'fit_time_seconds': 14.727872700001171, 'best_iteration': 1006, 'best_n_estimators': 1007}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 22, 'fold': 3, 'rmse': 0.4277847111310494, 'mae': 0.2689318176287032, 'r2': 0.6919894088775211, 'fit_time_seconds': 16.058826699998463, 'best_iteration': 1113, 'best_n_estimators': 1114}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 22, 'fold': 4, 'rmse': 0.4206589912589297, 'mae': 0.27169103485651586, 'r2': 0.7109381658844623, 'fit_time_seconds': 12.68785129999742, 'best_iteration': 961, 'best_n_estimators': 962}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 22, 'fold': 5, 'rmse': 0.413747288228462, 'mae': 0.27516322417510786, 'r2': 0.6912344472117072, 'fit_time_seconds': 9.392863599998236, 'best_iteration': 705, 'best_n_estimators': 706}]",0.2702969376875449,0.7000572928336403,0.01828167617017439,13.35129873999831,974.6
XGBRegressor,Selected,23,PRUNED,0.4351150097440517,14.511084,0.03709269551610637,8,3,0.7522054240502187,0.8105851917459385,0.5598972816856922,0.006031586245881344,0.015861668648678523,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 23, 'fold': 1, 'rmse': 0.45926841150808917, 'mae': 0.3002486787275106, 'r2': 0.6544772640564684, 'fit_time_seconds': 7.3543389000042225, 'best_iteration': 655, 'best_n_estimators': 656}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 23, 'fold': 2, 'rmse': 0.41096160798001424, 'mae': 0.2872193523918774, 'r2': 0.6939115143330872, 'fit_time_seconds': 6.935603899997659, 'best_iteration': 681, 'best_n_estimators': 682}]",,,,,
XGBRegressor,Selected,24,PRUNED,0.45264719749566185,23.121755,0.029526647524073028,10,4,0.6970310747492838,0.7709488914357052,1.4077658162168274,0.05294054339532663,0.04222687649585397,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 24, 'fold': 1, 'rmse': 0.4768172855383092, 'mae': 0.3149356739639468, 'r2': 0.6275675957507966, 'fit_time_seconds': 13.404642599998624, 'best_iteration': 1506, 'best_n_estimators': 1507}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 24, 'fold': 2, 'rmse': 0.42847710945301454, 'mae': 0.3031847323494166, 'r2': 0.6672640394911222, 'fit_time_seconds': 9.472717900003772, 'best_iteration': 1022, 'best_n_estimators': 1023}]",,,,,
XGBRegressor,Selected,25,COMPLETE,0.4197009457280415,98.753588,0.01849931634742165,8,5,0.7660408178330043,0.8288709799739169,0.11676611727426056,6.3956139168173e-05,0.010540468680006236,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 25, 'fold': 1, 'rmse': 0.44093736124008454, 'mae': 0.2781072450736619, 'r2': 0.6815089180963578, 'fit_time_seconds': 22.211968100004015, 'best_iteration': 1846, 'best_n_estimators': 1847}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 25, 'fold': 2, 'rmse': 0.3940096136034365, 'mae': 0.265345946996979, 'r2': 0.718642740133437, 'fit_time_seconds': 18.85045849999733, 'best_iteration': 1421, 'best_n_estimators': 1422}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 25, 'fold': 3, 'rmse': 0.4299604324084363, 'mae': 0.274920088525623, 'r2': 0.6888483457914834, 'fit_time_seconds': 19.06344959999842, 'best_iteration': 1585, 'best_n_estimators': 1586}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 25, 'fold': 4, 'rmse': 0.4213422709805456, 'mae': 0.2736307612600658, 'r2': 0.7099983523906306, 'fit_time_seconds': 21.398307100003876, 'best_iteration': 1774, 'best_n_estimators': 1775}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 25, 'fold': 5, 'rmse': 0.41225505040770466, 'mae': 0.27617118182579375, 'r2': 0.6934576436695246, 'fit_time_seconds': 15.947818699998606, 'best_iteration': 1336, 'best_n_estimators': 1337}]",0.2736350447364247,0.6984912000162866,0.01784952564347315,19.49440040000045,1592.4
XGBRegressor,Selected,26,PRUNED,0.44077524957866265,31.6283,0.01829009741269223,7,4,0.865845247785944,0.8137893550097202,0.5712059439504972,0.13474431630882147,0.004773345331379947,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 26, 'fold': 1, 'rmse': 0.4645017672571233, 'mae': 0.305108774876433, 'r2': 0.6465579480207884, 'fit_time_seconds': 16.43870600000082, 'best_iteration': 1387, 'best_n_estimators': 1388}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 26, 'fold': 2, 'rmse': 0.4170487319002021, 'mae': 0.2915252627524822, 'r2': 0.6847768542314925, 'fit_time_seconds': 14.874777600001835, 'best_iteration': 1578, 'best_n_estimators': 1579}]",,,,,
XGBRegressor,Selected,27,PRUNED,0.4498081961793836,32.302646,0.016890359458901775,8,2,0.7712743758668953,0.7533234529906527,1.1365687629104084,0.7134229548293285,0.025346985045192335,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 27, 'fold': 1, 'rmse': 0.4748052847066273, 'mae': 0.31484176324041574, 'r2': 0.6307040313058138, 'fit_time_seconds': 17.25116700000217, 'best_iteration': 1953, 'best_n_estimators': 1954}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 27, 'fold': 2, 'rmse': 0.42481110765214, 'mae': 0.30111357586965104, 'r2': 0.6729333848194363, 'fit_time_seconds': 14.732065900003363, 'best_iteration': 1665, 'best_n_estimators': 1666}]",,,,,
XGBRegressor,Selected,28,PRUNED,0.4658094143720467,14.166904,0.04085547428708797,5,5,0.8271806458255272,0.9058641786045067,1.7844652900888516,0.0010082537219839869,0.0727848319838364,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 28, 'fold': 1, 'rmse': 0.4895657489891488, 'mae': 0.32706709468846196, 'r2': 0.6073862269542832, 'fit_time_seconds': 8.86220420000609, 'best_iteration': 973, 'best_n_estimators': 974}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 28, 'fold': 2, 'rmse': 0.44205307975494457, 'mae': 0.31710704587773836, 'r2': 0.6458450388073009, 'fit_time_seconds': 5.096626599995943, 'best_iteration': 522, 'best_n_estimators': 523}]",,,,,
XGBRegressor,Selected,29,PRUNED,0.44441332118646426,18.396677,0.028017500141502696,8,6,0.7896734897235523,0.6710583647281159,0.8586286284667202,3.0439381964747143e-07,0.7126990195634644,"[{'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 29, 'fold': 1, 'rmse': 0.4675946236643274, 'mae': 0.3075827376934107, 'r2': 0.6418355339703246, 'fit_time_seconds': 11.580792799999472, 'best_iteration': 1268, 'best_n_estimators': 1269}, {'model': 'XGBRegressor', 'feature_set': 'Selected', 'trial_number': 29, 'fold': 2, 'rmse': 0.4212320187086011, 'mae': 0.2971707892112137, 'r2': 0.6784213264211847, 'fit_time_seconds': 6.57547880000493, 'best_iteration': 653, 'best_n_estimators': 654}]",,,,,
