listing_id,cluster,price,neighbourhood_cleansed,room_type,property_type,property_base_group,latitude,longitude,accommodates,bedrooms,bathrooms,beds,amenities,amenities_count,minimum_nights,minimum_nights_log,number_of_reviews,review_scores_rating,has_review,host_is_superhost,model_feature__categorical__room_type_Entire home/apt,model_feature__categorical__room_type_Hotel room,model_feature__categorical__room_type_Private room,model_feature__categorical__room_type_Shared room,model_feature__categorical__property_base_group_Apartment / Condo,model_feature__categorical__property_base_group_Guesthouse / B&B,model_feature__categorical__property_base_group_Hostel,model_feature__categorical__property_base_group_Hotel / Resort,model_feature__categorical__property_base_group_House / Home,model_feature__categorical__property_base_group_Niche / Special Stay,model_feature__categorical__property_base_group_Serviced Apartment / Aparthotel,model_feature__categorical__property_base_group_Unspecified Property Type,model_feature__categorical__property_base_group_Villa,model_feature__numeric__accommodates,model_feature__numeric__bedrooms,model_feature__numeric__bathrooms,model_feature__numeric__beds,model_feature__numeric__amenities_count,model_feature__numeric__minimum_nights_log
19692039,2,4536.0,Chatu Chak,Entire home/apt,Entire guest suite,House / Home,13.81893,100.58804,10,3.0,3.0,3.0,"[""Free parking on premises"", ""Shared backyard \u2013 Fully fenced"", ""Children\u2019s bikes"", ""Outdoor furniture"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Shared patio or balcony"", ""Breakfast"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Hair dryer"", ""Free street parking"", ""Fire extinguisher"", ""Piano"", ""Dishes and silverware"", ""Self check-in"", ""Lockbox"", ""Microwave"", ""Extra pillows and blankets"", ""Coffee maker"", ""Shower gel"", ""Toaster"", ""Bidet"", ""42 inch HDTV with Netflix"", ""Dedicated workspace"", ""Free dryer \u2013 In building"", ""Body soap"", ""Cooking basics"", ""Imaflex induction stove"", ""Bikes"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""Cleaning products"", ""Hangers"", ""Free washer \u2013 In building"", ""Outdoor dining area"", ""Clothing storage"", ""Courtyard view"", ""Iron"", ""First aid kit"", ""Long term stays allowed"", ""Dining table"", ""AC - split type ductless system"", ""Shampoo"", ""Private entrance""]",51,1,0.6931471805599453,14,4.5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.875627570939363,1.3858197542852202,1.534320762979056,0.6439752145326678,1.657007194959294,-0.8235895779098978
19867600,0,1981.0,Khlong San,Private room,Private room in guesthouse,Guesthouse / B&B,13.71057,100.49815,6,2.0,1.0,2.0,"[""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Paid parking lot off premises"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Free street parking"", ""Fire extinguisher"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Microwave"", ""Keypad"", ""Bidet"", ""Private living room"", ""Body soap"", ""Cooking basics"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Iron"", ""TV"", ""Air conditioning"", ""Dedicated workspace"", ""Private entrance""]",27,1,0.6931471805599453,46,4.91,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,0.5233466123817591,-0.38063859331480204,0.09858819969210096,-0.005745414098385331,-0.8235895779098978
20058048,0,1173.0,Khlong San,Private room,Private room in home,House / Home,13.724651336669922,100.5079345703125,2,1.0,1.0,1.0,"[""Paid washer \u2013 In building"", ""Dedicated workspace"", ""Bed linens"", ""Hair dryer"", ""Long term stays allowed"", ""Fast wifi \u2013 75 Mbps"", ""Hot water"", ""Lock on bedroom door"", ""Dining table"", ""Air conditioning"", ""Breakfast"", ""Host greets you"", ""Shampoo"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Hangers"", ""Shower gel""]",17,2,1.0986122886681098,244,4.84,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.6985590012057518,-0.4761961232638695
20216957,0,873.0,Samphanthawong,Private room,Private room in hostel,Hostel,13.73677,100.51291,2,1.0,1.0,1.0,"[""Bed linens"", ""Dryer"", ""Drying rack for clothing"", ""Hot water"", ""Luggage dropoff allowed"", ""Essentials"", ""Building staff"", ""Hair dryer"", ""Free street parking"", ""Fire extinguisher"", ""Self check-in"", ""Microwave"", ""Laundromat nearby"", ""HDTV with Netflix"", ""Body soap"", ""Conditioner"", ""Wifi"", ""City skyline view"", ""Hangers"", ""Paid washer \u2013 In building"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo""]",25,1,0.6931471805599453,204,4.76,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.1443081315198586,-0.8235895779098978
20446225,1,713.0,Bang Sue,Entire home/apt,Entire condo,Apartment / Condo,13.81896,100.53214,2,1.0,1.0,1.0,"[""Shared backyard \u2013 Fully fenced"", ""Sharp refrigerator"", ""Bed linens"", ""Central air conditioning"", ""Shared outdoor pool - available all year, open specific hours, infinity, rooftop"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Smoke alarm"", ""Host greets you"", ""Aro shampoo"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Garden view"", ""Mex stainless steel electric stove"", ""Hair dryer"", ""Room-darkening shades"", ""Elevator"", ""Portable fans"", ""Rice maker"", ""Fire extinguisher"", ""Clothing storage: wardrobe"", ""Fast wifi \u2013 91 Mbps"", ""Dishes and silverware"", ""Microwave"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Laundromat nearby"", ""Aro body soap"", ""Cooking basics"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Freezer"", ""Pool table"", ""Cleaning products"", ""Hangers"", ""Paid washer \u2013 In building"", ""First aid kit"", ""Iron"", ""Wine glasses"", ""Long term stays allowed"", ""Shared gym in building"", ""Dining table"", ""Dedicated workspace"", ""43 inch HDTV with standard cable, Netflix""]",47,30,3.4339872044851463,154,4.84,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,1.3798817601163476,1.5247009790410024
20615886,0,1141.0,Phaya Thai,Entire home/apt,Entire rental unit,Apartment / Condo,13.78181,100.54754,6,2.0,1.0,2.0,"[""Free parking on premises"", ""Hot water"", ""Breakfast"", ""Smoke alarm"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Lockbox"", ""Microwave"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Iron"", ""Air conditioning"", ""Dedicated workspace""]",23,2,1.0986122886681098,63,4.84,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,0.5233466123817591,-0.38063859331480204,0.09858819969210096,-0.2828708489413319,-0.4761961232638695
20641381,0,1128.0,Phra Khanong,Entire home/apt,Entire rental unit,Apartment / Condo,13.70335373528588,100.60304134127801,3,1.0,1.0,2.0,"[""Free parking on premises"", ""Bed linens"", ""Dryer"", ""Shared pool"", ""Hot water"", ""Gym"", ""Smoke alarm"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Cooking basics"", ""49 inch HDTV with standard cable"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Stove"", ""Iron"", ""Indoor fireplace"", ""Air conditioning"", ""Shampoo"", ""Patio or balcony""]",27,1,0.6931471805599453,182,4.91,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09186022398616059,-0.33912652952170214,-0.38063859331480204,0.09858819969210096,-0.005745414098385331,-0.8235895779098978
20675194,0,1143.0,Bang Kapi,Entire home/apt,Entire rental unit,Apartment / Condo,13.76369,100.64917,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Shared pool"", ""Hot water"", ""Gym"", ""Smoke alarm"", ""Host greets you"", ""Luggage dropoff allowed"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Washer"", ""Wifi"", ""City skyline view"", ""Hangers"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Private entrance""]",21,1,0.6931471805599453,22,4.86,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.42143356636280516,-0.8235895779098978
20723727,1,1300.0,Din Daeng,Entire home/apt,Entire condo,Apartment / Condo,13.79917,100.57387,2,2.0,1.0,1.0,"[""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Gym"", ""Shared outdoor pool - available all year, open specific hours"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Fire extinguisher"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Toaster"", ""Laundromat nearby"", ""Bidet"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Window AC unit"", ""Refrigerator"", ""Hangers"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""TV with standard cable"", ""Dining table""]",30,30,3.4339872044851463,98,4.91,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,0.5233466123817591,-0.38063859331480204,-0.44679881514846587,0.2020986620338246,1.5247009790410024
20788826,1,1579.0,Vadhana,Private room,Private room in condo,Apartment / Condo,13.73664,100.58021,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Dryer"", ""Gym"", ""Smoke alarm"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Fire extinguisher"", ""Hot tub"", ""Washer"", ""Hangers"", ""First aid kit"", ""Iron"", ""TV"", ""Indoor fireplace"", ""Air conditioning"", ""Pool"", ""Dedicated workspace""]",22,30,3.4339872044851463,10,4.7,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.3521522076520685,1.5247009790410024
21636890,1,1288.0,Khlong Toei,Entire home/apt,Entire condo,Apartment / Condo,13.7113,100.59679,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Gym"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Stove"", ""First aid kit"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Air conditioning"", ""Pool"", ""Shampoo"", ""Patio or balcony""]",27,21,3.091042453358316,52,4.75,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.005745414098385331,1.230873570802239
21942540,0,977.0,Pom Prap Sattru Phai,Entire home/apt,Entire rental unit,Apartment / Condo,13.75949,100.50883,6,1.0,1.0,1.0,"[""Bed linens"", ""Hot water"", ""Paid dryer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Free street parking"", ""Paid parking on premises"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Lockbox"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Stove"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""TV with standard cable"", ""Air conditioning"", ""Shampoo"", ""Patio or balcony""]",31,1,0.6931471805599453,177,4.75,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.27138002074456125,-0.8235895779098978
22144221,0,751.0,Din Daeng,Private room,Private room in rental unit,Apartment / Condo,13.77627,100.5594,2,1.0,1.0,2.0,"[""Bed linens"", ""Cleaning available during stay"", ""Patio or balcony"", ""Hot water"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Backyard"", ""Rice maker"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Extra pillows and blankets"", ""Coffee maker"", ""Shower gel"", ""Keypad"", ""Bidet"", ""Dedicated workspace"", ""Baking sheet"", ""Body soap"", ""Cooking basics"", ""Conditioner"", ""Washer"", ""Fast wifi \u2013 133 Mbps"", ""Refrigerator"", ""Oven"", ""Coffee"", ""Board games"", ""Hangers"", ""Clothing storage"", ""Stove"", ""Iron"", ""Wine glasses"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Dining table"", ""TV with standard cable"", ""Air conditioning"", ""Shampoo"", ""Children\u2019s books and toys""]",46,1,0.6931471805599453,165,4.88,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,0.09858819969210096,1.3106004014056107,-0.8235895779098978
22166312,0,668.0,Phra Khanong,Private room,Private room in townhouse,House / Home,13.69968,100.60775,2,1.0,0.0,1.0,"[""Paid crib - available upon request"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Housekeeping available from 10:00\u202fAM to 4:00\u202fPM, every day - available at extra cost"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Baby bath - available upon request"", ""Hair dryer"", ""Portable fans"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Keypad"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Dedicated workspace"", ""Cooking basics"", ""Induction stove"", ""Freezer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Free washer \u2013 In building"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Dining table"", ""AC - split type ductless system"", ""Shampoo""]",37,1,0.6931471805599453,15,4.93,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-1.3381182714617312,-0.44679881514846587,0.687068173008981,-0.8235895779098978
22169690,1,910.0,Khlong San,Private room,Private room in condo,Apartment / Condo,13.72136,100.50321,2,0.0,1.0,1.0,"[""Free parking on premises"", ""River view"", ""Bed linens"", ""Shared pool"", ""Drying rack for clothing"", ""Hot water"", ""Ethernet connection"", ""Gym"", ""Smoke alarm"", ""Host greets you"", ""Books and reading material"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Elevator"", ""Room-darkening shades"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave"", ""Shower gel"", ""Bidet"", ""Dedicated workspace"", ""Body soap"", ""Conditioner"", ""Refrigerator"", ""Wifi"", ""City skyline view"", ""Exercise equipment: free weights, stationary bike, treadmill, workout bench"", ""Cleaning products"", ""Hangers"", ""Paid washer \u2013 In building"", ""TV"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Clothing storage: closet""]",36,180,5.198497031265826,8,4.88,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-1.2015996714251633,-0.38063859331480204,-0.44679881514846587,0.6177868142982444,3.0364936147680774
22172577,0,2175.0,Khlong Toei,Private room,Private room in rental unit,Apartment / Condo,13.73473,100.5551,2,1.0,1.0,1.0,"[""Paid washer \u2013 In building"", ""Essentials"", ""Heating"", ""Kitchen"", ""Microwave"", ""Hot tub"", ""Backyard"", ""TV with standard cable"", ""Air conditioning"", ""Canal view"", ""Dishes and silverware"", ""Wifi"", ""Shampoo"", ""Pool"", ""Refrigerator"", ""Patio or balcony"", ""Hangers"", ""Host greets you""]",18,2,1.0986122886681098,10,5.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.629277642495015,-0.4761961232638695
22181045,1,820.0,Thon buri,Entire home/apt,Entire condo,Apartment / Condo,13.71693,100.4817,2,1.0,1.0,1.0,"[""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Host greets you"", ""Outdoor shower"", ""Essentials"", ""Kitchen"", ""Free parking garage on premises"", ""Elevator"", ""Shared outdoor pool - available all year, open specific hours, olympic-sized, saltwater"", ""Portable fans"", ""Mosquito net"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""17 inch TV"", ""Microwave"", ""Shower gel"", ""Toaster"", ""Dedicated workspace"", ""Body soap"", ""Cooking basics"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Electric stove"", ""Exercise equipment"", ""Refrigerator"", ""Wifi"", ""City skyline view"", ""Cleaning products"", ""Hangers"", ""Paid washer \u2013 In building"", ""Long term stays allowed"", ""Shared gym in building"", ""Air conditioning"", ""Shampoo""]",36,14,2.70805020110221,21,4.67,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.6177868142982444,0.902734357456121
22328810,0,963.0,Khlong San,Private room,Private room in townhouse,House / Home,13.71878,100.50212,2,1.0,1.0,1.0,"[""Outdoor kitchen"", ""Free parking on premises"", ""Outdoor furniture"", ""Pets allowed"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Outdoor shower"", ""Tearful stainless steel single oven"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Garden view"", ""Hair dryer"", ""Room-darkening shades"", ""Free street parking"", ""Shared outdoor pool - available all year, open specific hours, pool cover, pool toys"", ""Portable fans"", ""Lake access"", ""Fast wifi \u2013 467 Mbps"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Keypad"", ""Ski-in/Ski-out"", ""Shower gel"", ""Toaster"", ""Laundromat nearby"", ""Stainless steel electric stove"", ""Waterfront"", ""Body soap"", ""Cooking basics"", ""Trash compactor"", ""Conditioner"", ""Window AC unit"", ""Mini fridge"", ""Freezer"", ""Washer"", ""Refrigerator"", ""Coffee"", ""Cleaning products"", ""Hangers"", ""Outdoor dining area"", ""Clothing storage"", ""First aid kit"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Dining table"", ""Shampoo"", ""Safe"", ""Private entrance"", ""Patio or balcony"", ""High chair""]",60,2,1.0986122886681098,16,4.88,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,2.2805394233559237,-0.4761961232638695
22404446,1,1000.0,Huai Khwang,Private room,Private room in guest suite,House / Home,13.75459,100.57369,2,1.0,1.0,1.0,"[""Essentials"", ""Free parking on premises"", ""Kitchen"", ""TV"", ""Hair dryer"", ""Elevator"", ""Lock on bedroom door"", ""Air conditioning"", ""Pool"", ""Washer"", ""Gym"", ""Smoke alarm"", ""Hangers""]",13,30,3.4339872044851463,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.9756844360486983,1.5247009790410024
22869452,0,616.0,Din Daeng,Entire home/apt,Entire rental unit,Apartment / Condo,13.7587,100.56362,3,1.0,1.0,2.0,"[""Hot water"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Essentials"", ""Kitchenette"", ""Hair dryer"", ""Bathtub"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Shower gel"", ""Body soap"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Smart lock""]",20,1,0.6931471805599453,206,4.77,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09186022398616059,-0.33912652952170214,-0.38063859331480204,0.09858819969210096,-0.4907149250735418,-0.8235895779098978
22911131,1,1092.0,Bang Sue,Entire home/apt,Entire condo,Apartment / Condo,13.81913,100.53221,2,1.0,1.0,0.0,"[""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Central air conditioning"", ""Samsung refrigerator"", ""Hot water"", ""Ethernet connection"", ""Smoke alarm"", ""Host greets you"", ""43 inch HDTV with Netflix, standard cable"", ""Aro shampoo"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Mex stainless steel electric stove"", ""Elevator"", ""Hair dryer"", ""Portable fans"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave"", ""Shower gel"", ""Laundromat nearby"", ""Aro body soap"", ""Cooking basics"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Wifi \u2013 29 Mbps"", ""Exercise equipment"", ""City skyline view"", ""Hangers"", ""Paid washer \u2013 In building"", ""Shared outdoor pool - available all year, open specific hours, infinity, rooftop, saltwater"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""Shared gym in building"", ""Indoor fireplace""]",37,30,3.4339872044851463,86,4.86,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.9921858299890327,0.687068173008981,1.5247009790410024
22968102,0,3189.0,Bangkok Noi,Private room,Private room in home,House / Home,13.76335,100.4889,4,2.0,1.0,2.0,"[""Bed linens"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Shared patio or balcony"", ""HDTV with Netflix, standard cable"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Free street parking"", ""Portable fans"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Toaster"", ""Dedicated workspace"", ""Cooking basics"", ""Paid dryer \u2013 In building"", ""Freezer"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""Hangers"", ""Free washer \u2013 In building"", ""First aid kit"", ""Long term stays allowed"", ""Paid parking garage on premises"", ""Air conditioning"", ""Shampoo"", ""Clothing storage: closet"", ""Private entrance""]",37,5,1.791759469228055,5,5.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33206660386034276,0.5233466123817591,-0.38063859331480204,0.09858819969210096,0.687068173008981,0.11767690999510516
23012504,0,941.0,Ratchathewi,Entire home/apt,Entire rental unit,Apartment / Condo,13.75071,100.53021,4,0.0,1.0,1.0,"[""Hot water"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Keypad"", ""Shower gel"", ""Bidet"", ""Cooking basics"", ""Paid dryer \u2013 In building"", ""Wifi"", ""Hangers"", ""Paid washer \u2013 In building"", ""Iron"", ""TV"", ""Air conditioning"", ""Dedicated workspace""]",20,1,0.6931471805599453,112,4.82,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33206660386034276,-1.2015996714251633,-0.38063859331480204,-0.44679881514846587,-0.4907149250735418,-0.8235895779098978
23026389,0,1524.0,Don Mueang,Private room,Private room in home,House / Home,13.91693,100.58549,2,3.0,2.0,4.0,"[""Essentials"", ""Private living room"", ""Free parking on premises"", ""Kitchen"", ""Dryer"", ""Ethernet connection"", ""TV with standard cable"", ""Air conditioning"", ""Washer"", ""Pool"", ""Wifi"", ""Shampoo"", ""Gym"", ""Refrigerator"", ""Hangers"", ""Private entrance""]",16,2,1.0986122886681098,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5157870518326639,1.3858197542852202,0.576841084832127,1.1893622293732344,-0.7678403599164884,-0.4761961232638695
23081317,0,1500.0,Ratchathewi,Entire home/apt,Entire rental unit,Apartment / Condo,13.75504,100.53916,6,1.0,1.0,3.0,"[""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Free street parking"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Private entrance"", ""Patio or balcony""]",19,2,1.0986122886681098,242,4.87,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,-0.33912652952170214,-0.38063859331480204,0.6439752145326678,-0.5599962837842785,-0.4761961232638695
23158835,0,2970.0,Huai Khwang,Entire home/apt,Entire rental unit,Apartment / Condo,13.7565,100.57236,6,2.0,2.0,4.0,"[""Bed linens"", ""Dryer"", ""Hot water"", ""Gym"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Building staff"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Bathtub"", ""Rice maker"", ""Backyard"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Clothing storage"", ""Stove"", ""Iron"", ""Long term stays allowed"", ""TV with standard cable"", ""Air conditioning"", ""Pool"", ""Dining table"", ""Patio or balcony""]",35,2,1.0986122886681098,41,4.66,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,0.5233466123817591,0.576841084832127,1.1893622293732344,0.5485054555875077,-0.4761961232638695
