listing_id,price,room_type,property_type,property_base_group,accommodates,bedrooms,bathrooms,beds,amenities_count,minimum_nights,minimum_nights_log
1486750239561324468,5724.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,3.0,2.0,3.0,34,2,1.0986122886681098
1487294031899910533,1301.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,40,28,3.367295829986474
1487512073854812048,3373.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,25,2,1.0986122886681098
1488277964068024486,1174.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,4.0,42,2,1.0986122886681098
1488280699422660012,1394.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,2.0,18,1,0.6931471805599453
1489093604340493613,2845.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,2.0,2.0,2.0,35,3,1.3862943611198906
1489736948859087191,930.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,14,1,0.6931471805599453
1489755719311316545,792.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,42,28,3.367295829986474
1489889259519876315,1880.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,35,1,0.6931471805599453
1490204807110320359,1304.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,7,1,0.6931471805599453
1490226251968150959,1204.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,7,1,0.6931471805599453
1490305847299998252,402.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,0.0,1.0,1.0,24,30,3.4339872044851463
1490564158684624304,6111.0,Entire home/apt,Entire home,House / Home,13,4.0,4.0,7.0,26,1,0.6931471805599453
1491404205611322989,1148.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,7,1,0.6931471805599453
1491695190240166476,3084.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,3.0,2.0,1.0,7,1,0.6931471805599453
1493115509068347812,1376.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,1.5,2.0,10,28,3.367295829986474
1493219636310736064,1080.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,8,30,3.4339872044851463
1494056455262800192,7873.0,Private room,Private room in rental unit,Apartment / Condo,4,2.0,2.0,2.0,17,30,3.4339872044851463
1494766425663076646,1458.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,7,1,0.6931471805599453
1495673643935855530,1491.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,19,3,1.3862943611198906
1497140537549933422,904.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,5,1.791759469228055
1497153321942644432,880.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,5,1.791759469228055
1497705101565615288,2856.0,Private room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,12,1,0.6931471805599453
1499178692959417119,1166.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,3,1.3862943611198906
1500037892950325294,868.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,17,1,0.6931471805599453
1500489517887155849,100000.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,1.0,0,1,0.6931471805599453
1500753352332581458,2640.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,4,2.0,2.0,3.0,42,1,0.6931471805599453
1501439554633166451,1033.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,1,0.6931471805599453
1501962668678940749,2143.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,19,3,1.3862943611198906
1502188898833708557,813.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,1.0,40,1,0.6931471805599453
1502731129324975670,1350.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,37,1,0.6931471805599453
1502814083368642442,679.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,22,5,1.791759469228055
1503429023678774062,1250.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,14,7,2.0794415416798357
1505158206001069110,504.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,11,1,0.6931471805599453
1506663202570280729,1127.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,44,1,0.6931471805599453
1507105300436669008,1530.0,Entire home/apt,Entire home,House / Home,5,2.0,1.0,2.0,38,1,0.6931471805599453
1507742896214076074,3886.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,28,1,0.6931471805599453
1508324125271802514,1484.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,50,1,0.6931471805599453
1508610725513829827,1018.0,Entire home/apt,Tiny home,Niche / Special Stay,2,1.0,1.0,1.0,10,1,0.6931471805599453
1509196677740795402,3292.0,Private room,Private room in rental unit,Apartment / Condo,3,2.0,2.0,2.0,14,30,3.4339872044851463
1510281785656488967,1303.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,40,1,0.6931471805599453
1510849243466988954,1005.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,31,3,1.3862943611198906
1511591207471899990,1257.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,10,1,0.6931471805599453
1511632414478136890,1513.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,37,2,1.0986122886681098
1512004151748539383,2290.0,Private room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,23,1,0.6931471805599453
1513032625541391809,3086.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,44,2,1.0986122886681098
1513498014753512785,1493.0,Private room,Private room in home,House / Home,4,1.0,1.5,3.0,37,2,1.0986122886681098
1513848483276133084,1416.0,Entire home/apt,Entire home,House / Home,2,1.0,1.0,1.0,34,1,0.6931471805599453
1513978639220778870,1723.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,1.0,2.0,48,30,3.4339872044851463
1514515930507585216,1000.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,5,1.791759469228055
1514516110405678559,651.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,8,15,2.772588722239781
1514977314992050585,568.0,Private room,Private room in home,House / Home,3,3.0,3.0,3.0,7,1,0.6931471805599453
1515188223712913391,1091.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,7,1,0.6931471805599453
1515221019791180435,1091.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,32,1,0.6931471805599453
1515320609671231690,4798.0,Entire home/apt,Entire townhouse,House / Home,8,3.0,3.5,3.0,31,1,0.6931471805599453
1515786543038649047,1107.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,30,29,3.4011973816621555
1516770395563357372,1376.0,Entire home/apt,Entire home,House / Home,5,1.0,1.0,3.0,38,1,0.6931471805599453
1517172267373262837,2629.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,34,4,1.6094379124341003
1517306310807232382,1872.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,14,5,1.791759469228055
1517420196855955222,1701.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,8,1,0.6931471805599453
1518168294097881222,1808.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,37,2,1.0986122886681098
241416,2094.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,7,3,1.3862943611198906
430703,836.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,22,1,0.6931471805599453
441870,1433.0,Private room,Private room in condo,Apartment / Condo,3,1.0,1.0,2.0,18,10,2.3978952727983707
605343,600.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,1.0,36,1,0.6931471805599453
861105,1850.0,Entire home/apt,Entire home,House / Home,4,2.0,0.5,4.0,33,3,1.3862943611198906
941865,1678.0,Private room,Private room in serviced apartment,Serviced Apartment / Aparthotel,3,1.0,1.0,1.0,9,1,0.6931471805599453
1052180,896.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,34,2,1.0986122886681098
1057173,950.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,41,10,2.3978952727983707
1079039,1015.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,17,15,2.772588722239781
1296322,727.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,19,1,0.6931471805599453
1405479,1564.0,Private room,Private room in rental unit,Apartment / Condo,3,2.0,1.0,1.0,13,1,0.6931471805599453
1504766,1749.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,2.0,2.0,47,28,3.367295829986474
1526123,2172.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,33,3,1.3862943611198906
1817644,1723.0,Private room,Private room in hostel,Hostel,4,1.0,3.0,3.0,27,1,0.6931471805599453
1936939,1176.0,Private room,Private room in hostel,Hostel,2,1.0,3.0,2.0,32,1,0.6931471805599453
2983202,2578.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,30,1,0.6931471805599453
3431491,1009.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,19,45,3.828641396489095
3534365,519.0,Shared room,Shared room in hostel,Hostel,8,1.0,1.0,1.0,15,1,0.6931471805599453
3596797,792.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,22,20,3.044522437723423
3927786,396.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,24,31,3.4657359027997265
3936422,1058.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,14,4,1.6094379124341003
3982256,1411.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,29,28,3.367295829986474
4051601,563.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,33,3,1.3862943611198906
4142372,348.0,Shared room,Shared room in hostel,Hostel,8,1.0,2.0,8.0,14,1,0.6931471805599453
4153487,1200.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,44,1,0.6931471805599453
4863603,1275.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,2.0,6,1,0.6931471805599453
4899294,1350.0,Entire home/apt,Entire home,House / Home,5,2.0,2.0,2.0,26,1,0.6931471805599453
5074762,923.0,Private room,Private room in home,House / Home,2,4.0,4.5,4.0,71,1,0.6931471805599453
5110772,1075.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,8,2,1.0986122886681098
5418981,1080.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,55,28,3.367295829986474
5425967,956.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,12,1,0.6931471805599453
5474542,1181.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,49,5,1.791759469228055
6399603,2310.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,13,365,5.902633333401366
6696263,631.0,Private room,Private room,Unspecified Property Type,2,1.0,1.0,1.0,6,1,0.6931471805599453
6734411,1682.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,1.0,28,30,3.4339872044851463
6789012,732.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,1,0.6931471805599453
6848651,1449.0,Private room,Private room in townhouse,House / Home,5,1.0,3.0,2.0,30,1,0.6931471805599453
6996753,459.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,1.0,1.0,1.0,1,1,0.6931471805599453
7341294,1152.0,Private room,Private room in rental unit,Apartment / Condo,3,1.0,1.0,2.0,38,2,1.0986122886681098
7412319,3446.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,2.0,2.0,53,2,1.0986122886681098
7471071,912.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,49,30,3.4339872044851463
7518785,933.0,Entire home/apt,Entire condo,Apartment / Condo,3,2.0,1.0,2.0,43,30,3.4339872044851463
7566787,1080.0,Private room,Private room in rental unit,Apartment / Condo,7,1.0,2.5,3.0,14,1,0.6931471805599453
7624300,3312.0,Entire home/apt,Entire condo,Apartment / Condo,6,3.0,2.5,4.0,40,1,0.6931471805599453
7736615,743.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,1.0,27,1,0.6931471805599453
7846540,1321.0,Private room,Private room in home,House / Home,2,1.0,2.0,1.0,10,1,0.6931471805599453
8287542,765.0,Private room,Private room in rental unit,Apartment / Condo,4,1.0,1.0,1.0,0,3,1.3862943611198906
8525403,1018.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,17,30,3.4339872044851463
10369527,7249.0,Entire home/apt,Entire home,House / Home,3,1.0,1.0,1.0,13,5,1.791759469228055
10376342,806.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,1.0,23,1,0.6931471805599453
10514530,1800.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,28,3.367295829986474
10575834,696.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,1,0.6931471805599453
10708996,3000.0,Entire home/apt,Entire home,House / Home,2,1.0,1.0,1.0,15,2,1.0986122886681098
10734193,4500.0,Entire home/apt,Entire home,House / Home,6,5.0,3.0,5.0,5,1,0.6931471805599453
10792666,806.0,Private room,Private room in serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,18,1,0.6931471805599453
10914042,727.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,2.0,44,1,0.6931471805599453
11170814,3500.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,1.0,1.0,9,365,5.902633333401366
11286562,2693.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,2.0,2.5,3.0,11,5,1.791759469228055
11467195,1286.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,2.0,1.0,1.0,19,20,3.044522437723423
11496230,1980.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,1.0,1.0,2.0,11,7,2.0794415416798357
11575077,693.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,14,180,5.198497031265826
11685379,603.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,23,25,3.258096538021482
11764443,902.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,55,30,3.4339872044851463
11778899,3372.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,3.0,2.0,5.0,31,2,1.0986122886681098
11790780,1289.0,Private room,Private room in condo,Apartment / Condo,3,1.0,1.0,2.0,23,90,4.51085950651685
11852912,1045.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,1.0,1.0,1.0,26,1,0.6931471805599453
11910137,1798.0,Entire home/apt,Entire guesthouse,Guesthouse / B&B,3,1.0,1.5,2.0,45,2,1.0986122886681098
11938812,3355.0,Hotel room,Room in bed and breakfast,Guesthouse / B&B,2,1.0,1.0,1.0,10,1,0.6931471805599453
11951109,8160.0,Private room,Private room in condo,Apartment / Condo,4,2.0,3.0,2.0,36,10,2.3978952727983707
12117194,1614.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,1.0,1.0,1.0,11,7,2.0794415416798357
12438762,2464.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,18,1,0.6931471805599453
12574259,1735.0,Entire home/apt,Entire condo,Apartment / Condo,1,2.0,1.0,2.0,12,1,0.6931471805599453
12599032,7840.0,Private room,Room in hotel,Hotel / Resort,3,1.0,1.0,1.0,45,1,0.6931471805599453
12751347,905.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,47,30,3.4339872044851463
12927591,1020.0,Hotel room,Room in bed and breakfast,Guesthouse / B&B,2,5.0,1.0,1.0,14,1,0.6931471805599453
13067172,2940.0,Private room,Private room in guesthouse,Guesthouse / B&B,2,1.0,1.0,2.0,25,1,0.6931471805599453
13204793,54442.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,2.0,1.0,36,7,2.0794415416798357
13585162,2528.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,24,1,0.6931471805599453
13680257,990.0,Private room,Private room in rental unit,Apartment / Condo,3,1.0,1.0,1.0,13,1,0.6931471805599453
13777422,1789.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.0,2.0,47,14,2.70805020110221
13903043,1768.0,Entire home/apt,Entire home,House / Home,3,1.0,1.0,3.0,27,2,1.0986122886681098
13982617,1086.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,52,7,2.0794415416798357
14079865,704.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,2.0,29,200,5.303304908059076
14210956,870.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,12,1,0.6931471805599453
14392524,1356.0,Entire home/apt,Entire condo,Apartment / Condo,6,2.0,1.0,3.0,32,3,1.3862943611198906
14453082,1210.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,43,30,3.4339872044851463
14476540,1259.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,43,5,1.791759469228055
14485253,2851.0,Entire home/apt,Entire rental unit,Apartment / Condo,7,2.0,2.0,5.0,27,1,0.6931471805599453
14560503,1521.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,28,30,3.4339872044851463
14587594,384.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,1.0,9,60,4.110873864173311
14675385,1450.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,5,1,0.6931471805599453
14764995,892.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,12,1,0.6931471805599453
15455135,1016.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,1.0,14,1,0.6931471805599453
15696795,737.0,Entire home/apt,Entire guest suite,House / Home,4,1.0,1.0,2.0,22,1,0.6931471805599453
15792118,1108.0,Entire home/apt,Entire condo,Apartment / Condo,3,2.0,2.0,2.0,25,2,1.0986122886681098
15796169,812.0,Private room,Private room in home,House / Home,3,1.0,1.0,1.0,37,1,0.6931471805599453
15809807,1360.0,Private room,Private room in home,House / Home,1,0.0,1.0,1.0,12,1,0.6931471805599453
15936744,874.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,25,20,3.044522437723423
16058771,1658.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,26,3,1.3862943611198906
16249831,1330.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,1.0,2.0,39,29,3.4011973816621555
16319428,1305.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,1.0,10,90,4.51085950651685
16340118,1647.0,Private room,Private room in rental unit,Apartment / Condo,4,2.0,1.0,3.0,9,60,4.110873864173311
16354929,663.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,2.0,19,1,0.6931471805599453
16512533,706.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,1.0,33,4,1.6094379124341003
16513767,1334.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,3,1.0,1.0,3.0,46,1,0.6931471805599453
16514476,1334.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,3,1.0,1.0,3.0,46,1,0.6931471805599453
16533877,490.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,9,1,0.6931471805599453
16626852,2578.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,34,1,0.6931471805599453
17022404,561.0,Private room,Private room in townhouse,House / Home,4,0.0,1.0,1.0,36,2,1.0986122886681098
17047141,1119.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,1.0,34,3,1.3862943611198906
17131981,1134.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,47,3,1.3862943611198906
17225888,2207.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,2.0,3.0,26,1,0.6931471805599453
17449731,560.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,35,22,3.1354942159291497
17736784,553.0,Private room,Private room in townhouse,House / Home,2,1.0,1.5,2.0,12,2,1.0986122886681098
17816399,766.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,22,14,2.70805020110221
17947255,13149.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,35,2,1.0986122886681098
18042686,360.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,4,1.0,2.0,1.0,26,1,0.6931471805599453
18044505,998.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,2.0,52,28,3.367295829986474
18081587,1269.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,2.0,60,1,0.6931471805599453
18202755,1824.0,Hotel room,Room in boutique hotel,Hotel / Resort,4,2.0,1.0,3.0,28,1,0.6931471805599453
18259300,3191.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,2.0,2.0,31,3,1.3862943611198906
18305292,1410.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,8,3,1.3862943611198906
18314680,1999.0,Private room,Private room in townhouse,House / Home,4,2.0,2.0,2.0,34,1,0.6931471805599453
18334702,2207.0,Private room,Private room in home,House / Home,6,1.0,1.0,4.0,45,1,0.6931471805599453
18354647,892.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,37,5,1.791759469228055
18405557,760.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,0.5,1.0,39,28,3.367295829986474
18569729,1754.0,Private room,Room in hotel,Hotel / Resort,3,1.0,1.0,3.0,47,1,0.6931471805599453
18760150,1111.0,Private room,Private room in hostel,Hostel,2,1.0,3.0,1.0,14,1,0.6931471805599453
18846041,723.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,25,5,1.791759469228055
18922648,1216.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,1.0,2.0,28,300,5.707110264748875
19127428,3293.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,2.0,2.0,33,3,1.3862943611198906
19134566,2398.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,2.0,3.0,37,1,0.6931471805599453
19173305,1794.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,1.5,2.0,31,60,4.110873864173311
19317602,9300.0,Entire home/apt,Entire townhouse,House / Home,12,7.0,4.5,9.0,29,2,1.0986122886681098
19429477,1193.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,32,30,3.4339872044851463
19497285,690.0,Private room,Private room in condo,Apartment / Condo,2,0.0,1.0,1.0,16,14,2.70805020110221
19633579,1134.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,42,30,3.4339872044851463
19867756,1271.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.5,2.0,23,1,0.6931471805599453
19917236,399.0,Shared room,Shared room in guesthouse,Guesthouse / B&B,4,1.0,2.0,4.0,15,1,0.6931471805599453
20272879,730.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,4,1,0.6931471805599453
20336576,621.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,30,1,0.6931471805599453
20560889,2579.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,13,15,2.772588722239781
20673006,1079.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,35,24,3.2188758248682006
20721173,3869.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,3.0,28,3,1.3862943611198906
20721457,1079.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,2.0,2.0,2.0,32,24,3.2188758248682006
20753327,1920.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,15,100,4.61512051684126
20850355,734.0,Private room,Private room in hostel,Hostel,2,1.0,1.0,1.0,17,1,0.6931471805599453
20853144,2029.0,Private room,Room in boutique hotel,Hotel / Resort,3,1.0,1.5,1.0,35,2,1.0986122886681098
21034869,1590.0,Private room,Private room in hostel,Hostel,2,1.0,1.0,1.0,15,1,0.6931471805599453
21045109,6636.0,Private room,Room in boutique hotel,Hotel / Resort,4,2.0,2.5,3.0,27,1,0.6931471805599453
21068753,775.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,25,14,2.70805020110221
21113648,580.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,1.0,26,14,2.70805020110221
21164665,1200.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,1.0,18,7,2.0794415416798357
21209134,1554.0,Entire home/apt,Entire guest suite,House / Home,5,2.0,2.0,4.0,48,1,0.6931471805599453
21233147,1512.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,2.0,2.0,27,2,1.0986122886681098
21267402,912.0,Private room,Room in aparthotel,Serviced Apartment / Aparthotel,2,0.0,1.0,2.0,15,1,0.6931471805599453
21348281,1615.0,Entire home/apt,Entire condo,Apartment / Condo,6,1.0,1.0,3.0,31,2,1.0986122886681098
21781172,6352.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,27,2,1.0986122886681098
21845390,1394.0,Entire home/apt,Entire condo,Apartment / Condo,5,2.0,2.0,2.0,57,4,1.6094379124341003
22052635,1614.0,Entire home/apt,Entire condo,Apartment / Condo,3,0.0,1.0,1.0,23,14,2.70805020110221
22110916,1390.0,Entire home/apt,Entire condo,Apartment / Condo,6,2.0,2.0,3.0,28,2,1.0986122886681098
22271333,5079.0,Entire home/apt,Entire home,House / Home,6,3.0,3.0,3.0,11,1,0.6931471805599453
22437825,770.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,0.5,2.0,27,28,3.367295829986474
22500325,1536.0,Hotel room,Room in boutique hotel,Hotel / Resort,2,1.0,1.5,1.0,62,2,1.0986122886681098
22626749,7314.0,Entire home/apt,Entire townhouse,House / Home,8,4.0,4.0,4.0,55,1,0.6931471805599453
22709500,396.0,Private room,Private room in home,House / Home,1,0.0,2.0,1.0,19,2,1.0986122886681098
22896686,950.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,21,1,0.6931471805599453
22996005,1040.0,Entire home/apt,Entire guesthouse,Guesthouse / B&B,6,0.0,1.0,1.0,18,1,0.6931471805599453
22996329,941.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,0.0,1.0,1.0,19,1,0.6931471805599453
23011852,1050.0,Entire home/apt,Entire guesthouse,Guesthouse / B&B,6,0.0,1.0,1.0,20,1,0.6931471805599453
23134130,829.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,0.0,1.0,1.0,20,1,0.6931471805599453
23261748,4845.0,Entire home/apt,Entire rental unit,Apartment / Condo,8,3.0,3.0,3.0,31,2,1.0986122886681098
